0 , scm , 1.0 , 0.0 , enl-wh , 1.0 , 0.0 , enl-nw , 1.0 , 0.0 , lev , 1.0 , 0.0 , scm::scm , 0.0 , 0.0 , scm::enl-wh , 0.0 , 0.0 , scm::enl-nw , 0.0 , 0.0 , scm::lev , 0.0 , 0.0 , enl-wh::scm , 0.0 , 0.0 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , 0.0 , 0.0 , enl-wh::lev , 0.0 , 0.0 , enl-nw::scm , 0.0 , 0.0 , enl-nw::enl-wh , 0.0 , 0.0 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.0 , 0.0 , lev::scm , 0.0 , 0.0 , lev::enl-wh , 0.0 , 0.0 , lev::enl-nw , 0.0 , 0.0 , lev::lev , 0.0 , 0.0
210 , scm , 0.956666666667 , 0.00530548283836 , enl-wh , 0.996 , 0.00206559111798 , enl-nw , 0.998666666667 , 0.000877707451473 , lev , 0.566 , 0.00917968772163 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0393333333333 , 0.00520398707545 , scm::enl-nw , -0.042 , 0.00526624470884 , scm::lev , 0.390666666667 , 0.00972815691881 , enl-wh::scm , 0.0393333333333 , 0.00520398707545 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00266666666667 , 0.00175541490295 , enl-wh::lev , 0.43 , 0.00894427191 , enl-nw::scm , 0.042 , 0.00526624470884 , enl-nw::enl-wh , 0.00266666666667 , 0.00175541490295 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.432666666667 , 0.00886775264862 , lev::scm , -0.390666666667 , 0.00972815691881 , lev::enl-wh , -0.43 , 0.00894427191 , lev::enl-nw , -0.432666666667 , 0.00886775264862 , lev::lev , 0.0 , 0.0
220 , scm , 0.956666666667 , 0.00373174569417 , enl-wh , 0.994666666667 , 0.00207988603676 , enl-nw , 0.998666666667 , 0.000877707451473 , lev , 0.55 , 0.0086922698736 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.038 , 0.0037947331922 , scm::enl-nw , -0.042 , 0.00355277669186 , scm::lev , 0.406666666667 , 0.00955297122676 , enl-wh::scm , 0.038 , 0.0037947331922 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.004 , 0.00206559111798 , enl-wh::lev , 0.444666666667 , 0.00927920813991 , enl-nw::scm , 0.042 , 0.00355277669186 , enl-nw::enl-wh , 0.004 , 0.00206559111798 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.448666666667 , 0.00873647102244 , lev::scm , -0.406666666667 , 0.00955297122676 , lev::enl-wh , -0.444666666667 , 0.00927920813991 , lev::enl-nw , -0.448666666667 , 0.00873647102244 , lev::lev , 0.0 , 0.0
230 , scm , 0.963333333333 , 0.00407340061774 , enl-wh , 0.994666666667 , 0.00228359690287 , enl-nw , 0.996666666667 , 0.0012171612389 , lev , 0.558 , 0.00626808494589 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0313333333333 , 0.00479505918552 , scm::enl-nw , -0.0333333333333 , 0.00428606700489 , scm::lev , 0.405333333333 , 0.0077669766271 , enl-wh::scm , 0.0313333333333 , 0.00479505918552 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.002 , 0.00285968141194 , enl-wh::lev , 0.436666666667 , 0.00690678678574 , enl-nw::scm , 0.0333333333333 , 0.00428606700489 , enl-nw::enl-wh , 0.002 , 0.00285968141194 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.438666666667 , 0.0063851679986 , lev::scm , -0.405333333333 , 0.0077669766271 , lev::enl-wh , -0.436666666667 , 0.00690678678574 , lev::enl-nw , -0.438666666667 , 0.0063851679986 , lev::lev , 0.0 , 0.0
240 , scm , 0.955333333333 , 0.00460595427841 , enl-wh , 0.993333333333 , 0.00203670030887 , enl-nw , 0.996 , 0.00126491106407 , lev , 0.541333333333 , 0.00735552198717 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.038 , 0.00500666222814 , scm::enl-nw , -0.0406666666667 , 0.00436823551122 , scm::lev , 0.414 , 0.00826236447191 , enl-wh::scm , 0.038 , 0.00500666222814 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00266666666667 , 0.00148074055546 , enl-wh::lev , 0.452 , 0.0074951836387 , enl-nw::scm , 0.0406666666667 , 0.00436823551122 , enl-nw::enl-wh , 0.00266666666667 , 0.00148074055546 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.454666666667 , 0.00741569906297 , lev::scm , -0.414 , 0.00826236447191 , lev::enl-wh , -0.452 , 0.0074951836387 , lev::enl-nw , -0.454666666667 , 0.00741569906297 , lev::lev , 0.0 , 0.0
250 , scm , 0.936 , 0.00206559111798 , enl-wh , 0.99 , 0.00210818510678 , enl-nw , 0.992666666667 , 0.00239752959276 , lev , 0.538666666667 , 0.00741569906297 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.054 , 0.00295145914949 , scm::enl-nw , -0.0566666666667 , 0.00203670030887 , scm::lev , 0.397333333333 , 0.00762840694985 , enl-wh::scm , 0.054 , 0.00295145914949 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00266666666667 , 0.00305019732209 , enl-wh::lev , 0.451333333333 , 0.00678997081759 , enl-nw::scm , 0.0566666666667 , 0.00203670030887 , enl-nw::enl-wh , 0.00266666666667 , 0.00305019732209 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.454 , 0.00764780287984 , lev::scm , -0.397333333333 , 0.00762840694985 , lev::enl-wh , -0.451333333333 , 0.00678997081759 , lev::enl-nw , -0.454 , 0.00764780287984 , lev::lev , 0.0 , 0.0
260 , scm , 0.924666666667 , 0.0126092264867 , enl-wh , 0.989333333333 , 0.00345982230329 , enl-nw , 0.995333333333 , 0.00185392476574 , lev , 0.544666666667 , 0.00888777770832 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0646666666667 , 0.0141693461518 , scm::enl-nw , -0.0706666666667 , 0.0131813560815 , scm::lev , 0.38 , 0.0117756811551 , enl-wh::scm , 0.0646666666667 , 0.0141693461518 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.006 , 0.00279682359512 , enl-wh::lev , 0.444666666667 , 0.00903655129235 , enl-nw::scm , 0.0706666666667 , 0.0131813560815 , enl-nw::enl-wh , 0.006 , 0.00279682359512 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.450666666667 , 0.00829814794151 , lev::scm , -0.38 , 0.0117756811551 , lev::enl-wh , -0.444666666667 , 0.00903655129235 , lev::enl-nw , -0.450666666667 , 0.00829814794151 , lev::lev , 0.0 , 0.0
270 , scm , 0.928666666667 , 0.0054866842176 , enl-wh , 0.988666666667 , 0.00296148111093 , enl-nw , 0.992 , 0.00234757558155 , lev , 0.540666666667 , 0.00911490435943 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.06 , 0.0049888765157 , scm::enl-nw , -0.0633333333333 , 0.00477648561338 , scm::lev , 0.388 , 0.0109219452887 , enl-wh::scm , 0.06 , 0.0049888765157 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00333333333333 , 0.00261052002766 , enl-wh::lev , 0.448 , 0.01025020325 , enl-nw::scm , 0.0633333333333 , 0.00477648561338 , enl-nw::enl-wh , 0.00333333333333 , 0.00261052002766 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.451333333333 , 0.0101485266218 , lev::scm , -0.388 , 0.0109219452887 , lev::enl-wh , -0.448 , 0.01025020325 , lev::enl-nw , -0.451333333333 , 0.0101485266218 , lev::lev , 0.0 , 0.0
280 , scm , 0.911333333333 , 0.00710972208656 , enl-wh , 0.99 , 0.00188561808316 , enl-nw , 0.991333333333 , 0.00185392476574 , lev , 0.540666666667 , 0.00714713099652 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0786666666667 , 0.00659067804077 , scm::enl-nw , -0.08 , 0.0069920589878 , scm::lev , 0.370666666667 , 0.0080810707028 , enl-wh::scm , 0.0786666666667 , 0.00659067804077 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00133333333333 , 0.00185392476574 , enl-wh::lev , 0.449333333333 , 0.00733131285297 , enl-nw::scm , 0.08 , 0.0069920589878 , enl-nw::enl-wh , 0.00133333333333 , 0.00185392476574 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.450666666667 , 0.00708467307591 , lev::scm , -0.370666666667 , 0.0080810707028 , lev::enl-wh , -0.449333333333 , 0.00733131285297 , lev::enl-nw , -0.450666666667 , 0.00708467307591 , lev::lev , 0.0 , 0.0
290 , scm , 0.932 , 0.00994205433723 , enl-wh , 0.985333333333 , 0.00310793488659 , enl-nw , 0.992 , 0.00269979423084 , lev , 0.550666666667 , 0.00785799899136 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0533333333333 , 0.0101397640414 , scm::enl-nw , -0.06 , 0.0104986771653 , scm::lev , 0.381333333333 , 0.0125739295252 , enl-wh::scm , 0.0533333333333 , 0.0101397640414 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00666666666667 , 0.00307920143568 , enl-wh::lev , 0.434666666667 , 0.00842571021295 , enl-nw::scm , 0.06 , 0.0104986771653 , enl-nw::enl-wh , 0.00666666666667 , 0.00307920143568 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.441333333333 , 0.00759336942729 , lev::scm , -0.381333333333 , 0.0125739295252 , lev::enl-wh , -0.434666666667 , 0.00842571021295 , lev::enl-nw , -0.441333333333 , 0.00759336942729 , lev::lev , 0.0 , 0.0
300 , scm , 0.896666666667 , 0.00690678678574 , enl-wh , 0.973333333333 , 0.00555110933191 , enl-nw , 0.982666666667 , 0.00405152006225 , lev , 0.539333333333 , 0.00656364848857 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0766666666667 , 0.0070972086323 , scm::enl-nw , -0.086 , 0.00716782936305 , scm::lev , 0.357333333333 , 0.00959011837103 , enl-wh::scm , 0.0766666666667 , 0.0070972086323 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00933333333333 , 0.00239752959276 , enl-wh::lev , 0.434 , 0.00852708104284 , enl-nw::scm , 0.086 , 0.00716782936305 , enl-nw::enl-wh , 0.00933333333333 , 0.00239752959276 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.443333333333 , 0.0077555237185 , lev::scm , -0.357333333333 , 0.00959011837103 , lev::enl-wh , -0.434 , 0.00852708104284 , lev::enl-nw , -0.443333333333 , 0.0077555237185 , lev::lev , 0.0 , 0.0
310 , scm , 0.906666666667 , 0.00458661498679 , enl-wh , 0.968666666667 , 0.00351082980589 , enl-nw , 0.98 , 0.00312694383988 , lev , 0.528 , 0.00500666222814 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.062 , 0.00633859430614 , scm::enl-nw , -0.0733333333333 , 0.00530548283836 , scm::lev , 0.378666666667 , 0.006244404903 , enl-wh::scm , 0.062 , 0.00633859430614 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0113333333333 , 0.00420229214349 , enl-wh::lev , 0.440666666667 , 0.00689390498382 , enl-nw::scm , 0.0733333333333 , 0.00530548283836 , enl-nw::enl-wh , 0.0113333333333 , 0.00420229214349 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.452 , 0.00582713956891 , lev::scm , -0.378666666667 , 0.006244404903 , lev::enl-wh , -0.440666666667 , 0.00689390498382 , lev::enl-nw , -0.452 , 0.00582713956891 , lev::lev , 0.0 , 0.0
320 , scm , 0.899333333333 , 0.00689390498382 , enl-wh , 0.966666666667 , 0.00522104005532 , enl-nw , 0.985333333333 , 0.00207988603676 , lev , 0.533333333333 , 0.00547045938893 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0673333333333 , 0.00768644791054 , scm::enl-nw , -0.086 , 0.00691536132261 , scm::lev , 0.366 , 0.00616801786998 , enl-wh::scm , 0.0673333333333 , 0.00768644791054 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0186666666667 , 0.0049769840637 , enl-wh::lev , 0.433333333333 , 0.00740370277731 , enl-nw::scm , 0.086 , 0.00691536132261 , enl-nw::enl-wh , 0.0186666666667 , 0.0049769840637 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.452 , 0.00605162971622 , lev::scm , -0.366 , 0.00616801786998 , lev::enl-wh , -0.433333333333 , 0.00740370277731 , lev::enl-nw , -0.452 , 0.00605162971622 , lev::lev , 0.0 , 0.0
330 , scm , 0.868666666667 , 0.0110299256235 , enl-wh , 0.971333333333 , 0.00363521867497 , enl-nw , 0.980666666667 , 0.00358598093403 , lev , 0.542 , 0.00674619234169 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.102666666667 , 0.00999851840876 , scm::enl-nw , -0.112 , 0.01025020325 , scm::lev , 0.326666666667 , 0.012950046475 , enl-wh::scm , 0.102666666667 , 0.00999851840876 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.00933333333333 , 0.00220437275869 , enl-wh::lev , 0.429333333333 , 0.00607118269032 , enl-nw::scm , 0.112 , 0.01025020325 , enl-nw::enl-wh , 0.00933333333333 , 0.00220437275869 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.438666666667 , 0.0065228941543 , lev::scm , -0.326666666667 , 0.012950046475 , lev::enl-wh , -0.429333333333 , 0.00607118269032 , lev::enl-nw , -0.438666666667 , 0.0065228941543 , lev::lev , 0.0 , 0.0
340 , scm , 0.882 , 0.018213548071 , enl-wh , 0.965333333333 , 0.0049769840637 , enl-nw , 0.979333333333 , 0.00305019732209 , lev , 0.530666666667 , 0.00656364848857 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0833333333333 , 0.019245008973 , scm::enl-nw , -0.0973333333333 , 0.0191709657014 , scm::lev , 0.351333333333 , 0.0180090512223 , enl-wh::scm , 0.0833333333333 , 0.019245008973 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.014 , 0.00350238014308 , enl-wh::lev , 0.434666666667 , 0.00759336942729 , enl-nw::scm , 0.0973333333333 , 0.0191709657014 , enl-nw::enl-wh , 0.014 , 0.00350238014308 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.448666666667 , 0.00678997081759 , lev::scm , -0.351333333333 , 0.0180090512223 , lev::enl-wh , -0.434666666667 , 0.00759336942729 , lev::enl-nw , -0.448666666667 , 0.00678997081759 , lev::lev , 0.0 , 0.0
350 , scm , 0.812 , 0.0160332986833 , enl-wh , 0.958666666667 , 0.00398515764826 , enl-nw , 0.977333333333 , 0.00257624475488 , lev , 0.547333333333 , 0.0102617592889 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.146666666667 , 0.0153960071784 , scm::enl-nw , -0.165333333333 , 0.0154593852592 , scm::lev , 0.264666666667 , 0.0169670705038 , enl-wh::scm , 0.146666666667 , 0.0153960071784 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0186666666667 , 0.00296148111093 , enl-wh::lev , 0.411333333333 , 0.00988226994467 , enl-nw::scm , 0.165333333333 , 0.0154593852592 , enl-nw::enl-wh , 0.0186666666667 , 0.00296148111093 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.43 , 0.00970681318571 , lev::scm , -0.264666666667 , 0.0169670705038 , lev::enl-wh , -0.411333333333 , 0.00988226994467 , lev::enl-nw , -0.43 , 0.00970681318571 , lev::lev , 0.0 , 0.0
360 , scm , 0.832666666667 , 0.0118684143532 , enl-wh , 0.949333333333 , 0.00656364848857 , enl-nw , 0.960666666667 , 0.00649558254451 , lev , 0.542 , 0.00833733237379 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.116666666667 , 0.0117630935714 , scm::enl-nw , -0.128 , 0.0106749967473 , scm::lev , 0.290666666667 , 0.0151280950307 , enl-wh::scm , 0.116666666667 , 0.0117630935714 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0113333333333 , 0.0049769840637 , enl-wh::lev , 0.407333333333 , 0.00959011837103 , enl-nw::scm , 0.128 , 0.0106749967473 , enl-nw::enl-wh , 0.0113333333333 , 0.0049769840637 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.418666666667 , 0.0104930311971 , lev::scm , -0.290666666667 , 0.0151280950307 , lev::enl-wh , -0.407333333333 , 0.00959011837103 , lev::enl-nw , -0.418666666667 , 0.0104930311971 , lev::lev , 0.0 , 0.0
370 , scm , 0.813333333333 , 0.019881128219 , enl-wh , 0.964 , 0.00523237783209 , enl-nw , 0.974666666667 , 0.00338186886751 , lev , 0.528 , 0.00391010087963 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.150666666667 , 0.0217351055855 , scm::enl-nw , -0.161333333333 , 0.0204801620364 , scm::lev , 0.285333333333 , 0.0212679553772 , enl-wh::scm , 0.150666666667 , 0.0217351055855 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0106666666667 , 0.00358598093403 , enl-wh::lev , 0.436 , 0.00594792213952 , enl-nw::scm , 0.161333333333 , 0.0204801620364 , enl-nw::enl-wh , 0.0106666666667 , 0.00358598093403 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.446666666667 , 0.00547045938893 , lev::scm , -0.285333333333 , 0.0212679553772 , lev::enl-wh , -0.436 , 0.00594792213952 , lev::enl-nw , -0.446666666667 , 0.00547045938893 , lev::lev , 0.0 , 0.0
380 , scm , 0.827333333333 , 0.0236730820726 , enl-wh , 0.937333333333 , 0.00669770552199 , enl-nw , 0.960666666667 , 0.00656364848857 , lev , 0.551333333333 , 0.010279068988 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.11 , 0.0200665559244 , scm::enl-nw , -0.133333333333 , 0.0200148093319 , scm::lev , 0.276 , 0.023622964345 , enl-wh::scm , 0.11 , 0.0200665559244 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0233333333333 , 0.00495909191209 , enl-wh::lev , 0.386 , 0.0109463337343 , enl-nw::scm , 0.133333333333 , 0.0200148093319 , enl-nw::enl-wh , 0.0233333333333 , 0.00495909191209 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.409333333333 , 0.0103480182393 , lev::scm , -0.276 , 0.023622964345 , lev::enl-wh , -0.386 , 0.0109463337343 , lev::enl-nw , -0.409333333333 , 0.0103480182393 , lev::lev , 0.0 , 0.0
390 , scm , 0.792 , 0.0232512843134 , enl-wh , 0.916666666667 , 0.00623015367506 , enl-nw , 0.939333333333 , 0.00503027869046 , lev , 0.54 , 0.00639444203108 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.124666666667 , 0.025383575909 , scm::enl-nw , -0.147333333333 , 0.0254290589098 , scm::lev , 0.252 , 0.0236304887804 , enl-wh::scm , 0.124666666667 , 0.025383575909 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0226666666667 , 0.00592296222185 , enl-wh::lev , 0.376666666667 , 0.0108593704203 , enl-nw::scm , 0.147333333333 , 0.0254290589098 , enl-nw::enl-wh , 0.0226666666667 , 0.00592296222185 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.399333333333 , 0.00906601304834 , lev::scm , -0.252 , 0.0236304887804 , lev::enl-wh , -0.376666666667 , 0.0108593704203 , lev::enl-nw , -0.399333333333 , 0.00906601304834 , lev::lev , 0.0 , 0.0
400 , scm , 0.758666666667 , 0.0193187684601 , enl-wh , 0.921333333333 , 0.0119579510198 , enl-nw , 0.95 , 0.0080553639824 , lev , 0.538 , 0.00667998669327 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.162666666667 , 0.0221804050993 , scm::enl-nw , -0.191333333333 , 0.0198632360946 , scm::lev , 0.220666666667 , 0.0219588841381 , enl-wh::scm , 0.162666666667 , 0.0221804050993 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0286666666667 , 0.00532221062397 , enl-wh::lev , 0.383333333333 , 0.0120615704401 , enl-nw::scm , 0.191333333333 , 0.0198632360946 , enl-nw::enl-wh , 0.0286666666667 , 0.00532221062397 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.412 , 0.010031062866 , lev::scm , -0.220666666667 , 0.0219588841381 , lev::enl-wh , -0.383333333333 , 0.0120615704401 , lev::enl-nw , -0.412 , 0.010031062866 , lev::lev , 0.0 , 0.0
410 , scm , 0.76 , 0.0231708629293 , enl-wh , 0.908666666667 , 0.00729484851212 , enl-nw , 0.935333333333 , 0.00580166004341 , lev , 0.546666666667 , 0.00836217232099 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.148666666667 , 0.0261596239638 , scm::enl-nw , -0.175333333333 , 0.0258520004241 , scm::lev , 0.213333333333 , 0.0259000929499 , enl-wh::scm , 0.148666666667 , 0.0261596239638 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0266666666667 , 0.0068421352526 , enl-wh::lev , 0.362 , 0.00985224170769 , enl-nw::scm , 0.175333333333 , 0.0258520004241 , enl-nw::enl-wh , 0.0266666666667 , 0.0068421352526 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.388666666667 , 0.0101046377324 , lev::scm , -0.213333333333 , 0.0259000929499 , lev::enl-wh , -0.362 , 0.00985224170769 , lev::enl-nw , -0.388666666667 , 0.0101046377324 , lev::lev , 0.0 , 0.0
420 , scm , 0.832 , 0.012191071414 , enl-wh , 0.918 , 0.00801110340576 , enl-nw , 0.942666666667 , 0.00845730015584 , lev , 0.538 , 0.00755424825291 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.086 , 0.0134263422669 , scm::enl-nw , -0.110666666667 , 0.0118309074196 , scm::lev , 0.294 , 0.0110272390017 , enl-wh::scm , 0.086 , 0.0134263422669 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0246666666667 , 0.0049769840637 , enl-wh::lev , 0.38 , 0.0121837779217 , enl-nw::scm , 0.110666666667 , 0.0118309074196 , enl-nw::enl-wh , 0.0246666666667 , 0.0049769840637 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.404666666667 , 0.0119207258044 , lev::scm , -0.294 , 0.0110272390017 , lev::enl-wh , -0.38 , 0.0121837779217 , lev::enl-nw , -0.404666666667 , 0.0119207258044 , lev::lev , 0.0 , 0.0
430 , scm , 0.787333333333 , 0.0173964662227 , enl-wh , 0.886 , 0.0274841368389 , enl-nw , 0.928666666667 , 0.010279068988 , lev , 0.549333333333 , 0.00774405387187 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0986666666667 , 0.0297973401746 , scm::enl-nw , -0.141333333333 , 0.0189939561537 , scm::lev , 0.238 , 0.0198930473617 , enl-wh::scm , 0.0986666666667 , 0.0297973401746 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0426666666667 , 0.0286195996038 , enl-wh::lev , 0.336666666667 , 0.0295547201219 , enl-nw::scm , 0.141333333333 , 0.0189939561537 , enl-nw::enl-wh , 0.0426666666667 , 0.0286195996038 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.379333333333 , 0.014093865227 , lev::scm , -0.238 , 0.0198930473617 , lev::enl-wh , -0.336666666667 , 0.0295547201219 , lev::enl-nw , -0.379333333333 , 0.014093865227 , lev::lev , 0.0 , 0.0
440 , scm , 0.748 , 0.0279396174316 , enl-wh , 0.902666666667 , 0.0110540758362 , enl-nw , 0.927333333333 , 0.00930790186009 , lev , 0.534666666667 , 0.00883762998228 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.154666666667 , 0.0286723508576 , scm::enl-nw , -0.179333333333 , 0.0265240631489 , scm::lev , 0.213333333333 , 0.0320924590196 , enl-wh::scm , 0.154666666667 , 0.0286723508576 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0246666666667 , 0.00729484851212 , enl-wh::lev , 0.368 , 0.012117938952 , enl-nw::scm , 0.179333333333 , 0.0265240631489 , enl-nw::enl-wh , 0.0246666666667 , 0.00729484851212 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.392666666667 , 0.0113711786418 , lev::scm , -0.213333333333 , 0.0320924590196 , lev::enl-wh , -0.368 , 0.012117938952 , lev::enl-nw , -0.392666666667 , 0.0113711786418 , lev::lev , 0.0 , 0.0
450 , scm , 0.772666666667 , 0.0201872713839 , enl-wh , 0.872666666667 , 0.00972815691881 , enl-nw , 0.910666666667 , 0.00656364848857 , lev , 0.560666666667 , 0.0116033200868 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.1 , 0.022803508502 , scm::enl-nw , -0.138 , 0.0211911931393 , scm::lev , 0.212 , 0.0227488705458 , enl-wh::scm , 0.1 , 0.022803508502 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.038 , 0.00755424825291 , enl-wh::lev , 0.312 , 0.01848001924 , enl-nw::scm , 0.138 , 0.0211911931393 , enl-nw::enl-wh , 0.038 , 0.00755424825291 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.35 , 0.0162480768093 , lev::scm , -0.212 , 0.0227488705458 , lev::enl-wh , -0.312 , 0.01848001924 , lev::enl-nw , -0.35 , 0.0162480768093 , lev::lev , 0.0 , 0.0
460 , scm , 0.79 , 0.0169443533695 , enl-wh , 0.872666666667 , 0.00614395216031 , enl-nw , 0.917333333333 , 0.00621586977317 , lev , 0.548 , 0.00823002632641 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.0826666666667 , 0.0197195146811 , scm::enl-nw , -0.127333333333 , 0.0155339532542 , scm::lev , 0.242 , 0.0181401947803 , enl-wh::scm , 0.0826666666667 , 0.0197195146811 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0446666666667 , 0.00659067804077 , enl-wh::lev , 0.324666666667 , 0.0107854497322 , enl-nw::scm , 0.127333333333 , 0.0155339532542 , enl-nw::enl-wh , 0.0446666666667 , 0.00659067804077 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.369333333333 , 0.0105184141883 , lev::scm , -0.242 , 0.0181401947803 , lev::enl-wh , -0.324666666667 , 0.0107854497322 , lev::enl-nw , -0.369333333333 , 0.0105184141883 , lev::lev , 0.0 , 0.0
470 , scm , 0.734666666667 , 0.0272578904648 , enl-wh , 0.878 , 0.0115161722036 , enl-nw , 0.909333333333 , 0.00745157204393 , lev , 0.544666666667 , 0.00997181212403 , scm::scm , 0.0 , 0.0 , scm::enl-wh , -0.143333333333 , 0.0267443313481 , scm::enl-nw , -0.174666666667 , 0.0276303644029 , scm::lev , 0.19 , 0.0282370914461 , enl-wh::scm , 0.143333333333 , 0.0267443313481 , enl-wh::enl-wh , 0.0 , 0.0 , enl-wh::enl-nw , -0.0313333333333 , 0.00883762998228 , enl-wh::lev , 0.333333333333 , 0.018634893594 , enl-nw::scm , 0.174666666667 , 0.0276303644029 , enl-nw::enl-wh , 0.0313333333333 , 0.00883762998228 , enl-nw::enl-nw , 0.0 , 0.0 , enl-nw::lev , 0.364666666667 , 0.0147532796103 , lev::scm , -0.19 , 0.0282370914461 , lev::enl-wh , -0.333333333333 , 0.018634893594 , lev::enl-nw , -0.364666666667 , 0.0147532796103 , lev::lev , 0.0 , 0.0
